id_,first_name,last_name,gender,country,phone,designation,ship_or_harbour_id,year_of_joining,qualification
539934,Samuel,Mason,Male,Taiwan,292.817.7464,Port CaptainDock Master,18698,2019,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
530319,Jason,Rodriguez,Male,Italy,703-920-4983x0033,Port CaptainDock Master,18670,2014,Electrical Engineering Degree (for electrical systems aboard ships)
528876,Louis,Welch,Male,Switzerland,438-847-3661x50486,Port CaptainDock Master,18698,1984,Environmental Science Degree (for roles related to pollution control and prevention)
526954,Andrew,Thomas,Male,Sri Lanka,202-269-4316,Port Engineer,18631,2011,Mechanical Engineering Degree (for engineering roles aboard ships)
512938,Nicholas,Jefferson,Male,Dominica,709.272.1987,Marine Surveyor,18593,1971,Logistics and Supply Chain Management Degree
545906,Daniel,Norris,Male,Iceland,206-334-3286x2763,Stevedore,18646,1982,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
502436,Craig,Robertson,Male,Tunisia,+1-594-620-9897x35624,Port Engineer,18612,2013,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
525133,Hunter,Collins,Male,Mauritius,859.275.2918x133,Port Security Officer,18571,2011,Logistics and Supply Chain Management Degree
503773,Jon,Rogers,Male,Malawi,(742)876-3954x21281,Port Engineer,18623,1971,Civil Engineering Degree (for harbor construction and maintenance)
517913,Christopher,Williams,Male,Holy See (Vatican City State),001-703-493-1318x4687,Crane,18503,2010,Nautical Science Degree
530817,Anthony,Jordan,Male,Yemen,001-851-724-8344x4774,Stevedore,18594,2011,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
548876,James,Mclaughlin,Male,United States of America,6816926002,Stevedore,18509,1973,Electrical Engineering Degree (for electrical systems aboard ships)
510904,Travis,Cooper,Male,British Virgin Islands,(921)581-1359,Crane,18599,1995,Maritime Studies Degree
511064,George,Patterson,Male,Wallis and Futuna,755.695.9405,Harbor Master,18623,1984,Maritime Law Degree
534141,Daniel,Carr,Male,Finland,880-776-7689,Stevedore,18623,1983,Marine Engineering Degree
522726,Darrell,Wu,Male,Liechtenstein,+1-801-959-6840x885,Marine Surveyor,18583,2012,Maritime Law Degree
515015,Douglas,Cooke,Male,Tokelau,885.410.6883x424,Port CaptainDock Master,18653,2018,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
543643,Christian,Livingston,Male,Barbados,633-287-2641x6844,Crane,18669,2023,Marine Biology Degree (for roles related to environmental monitoring)
528846,John,Lopez,Male,Japan,001-282-470-8690x6332,Pilot,18612,1974,Civil Engineering Degree (for harbor construction and maintenance)
531784,Ralph,Best,Male,Bouvet Island (Bouvetoya),(962)823-6135x05596,Port Engineer,18554,1973,Logistics and Supply Chain Management Degree
507571,Billy,Sims,Male,Congo,+1-351-343-4643x87323,Marine Surveyor,18549,1975,Mechanical Engineering Degree (for engineering roles aboard ships)
531046,Matthew,Hansen,Male,British Indian Ocean Territory (Chagos Archipelago),8414044120,Stevedore,18608,2007,Civil Engineering Degree (for harbor construction and maintenance)
544507,Jeffrey,Owens,Male,Papua New Guinea,001-623-796-3264,Marine Surveyor,18554,1990,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
501428,Chad,Peterson,Male,Djibouti,387.345.3094x602,Marine Surveyor,18522,1999,Maritime Law Degree
547264,Carl,Bass,Male,Morocco,634-657-6641,Marine Surveyor,18687,2000,Naval Architecture Degree
533626,Bryan,Shelton,Male,Azerbaijan,(677)857-4721x335,Stevedore,18565,1998,Port Management Degree
510986,William,Palmer,Male,Gambia,3115777800,Crane,18504,2021,Maritime Law Degree
502352,Tony,Vargas,Male,Taiwan,819-859-6583x6394,Port Operations Manager,18680,1987,International Business Degree (useful for port management and operations)
546916,Richard,Elliott,Male,Reunion,(668)882-0566x3821,Pilot,18700,1976,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
522253,Joshua,White,Male,Haiti,815.574.9956,Harbor Master,18552,2017,Maritime Transportation Management Degree
512298,Joseph,Moon,Male,Djibouti,458.866.2819x9808,Port Security Officer,18501,2002,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
527781,Jason,Cook,Male,Kuwait,001-706-767-4883x8918,Harbor Master,18572,1987,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
525921,Michael,Walker,Male,Puerto Rico,(872)787-2064x455,Harbor Master,18641,2013,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
523016,Charles,Rowe,Male,United States of America,(594)363-7164x638,Port Security Officer,18681,1993,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
540271,Michael,Tucker,Male,Qatar,247-909-5213,Stevedore,18511,1971,International Business Degree (useful for port management and operations)
509685,Charles,Flores,Male,Cote d'Ivoire,461-630-2977x2697,Port Engineer,18543,1989,Civil Engineering Degree (for harbor construction and maintenance)
544770,Nicholas,Castillo,Male,Georgia,001-788-841-7162,Crane,18700,2014,Industrial Safety Degree (for safety management in maritime environments)
540802,Bruce,Powell,Male,Somalia,485.506.6983,Marine Surveyor,18595,1997,Environmental Science Degree (for roles related to pollution control and prevention)
546517,Troy,Anderson,Male,Tajikistan,+1-223-250-7181x00604,Marine Surveyor,18576,2009,Port Management Degree
531525,Donald,Wright,Male,Italy,541-703-8881x24820,Marine Surveyor,18556,2017,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
505771,Nathaniel,Brewer,Male,Finland,639.495.4652x2961,Harbor Master,18593,2007,Industrial Safety Degree (for safety management in maritime environments)
505083,Robert,Bean,Male,Belize,(393)942-9968,Pilot,18538,1985,Marine Engineering Degree
543278,Brett,Johns,Male,Holy See (Vatican City State),001-406-314-7673x67206,Harbor Master,18530,1983,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
521195,Douglas,Carter,Male,Dominica,556-690-0389,Crane,18646,2012,Marine Biology Degree (for roles related to environmental monitoring)
536983,Thomas,Hunt,Male,Fiji,592.321.7747x1315,Harbor Master,18565,2002,Logistics and Supply Chain Management Degree
530034,Mark,Diaz,Male,Heard Island and McDonald Islands,001-999-414-2617x0128,Stevedore,18549,2021,Logistics and Supply Chain Management Degree
516986,Mark,Armstrong,Male,Antigua and Barbuda,+1-850-430-1593,Port Operations Manager,18671,1984,Marine Biology Degree (for roles related to environmental monitoring)
522882,Joseph,Jones,Male,Bouvet Island (Bouvetoya),879.498.1502x6584,Marine Surveyor,18615,2014,Environmental Science Degree (for roles related to pollution control and prevention)
518870,Kenneth,Parker,Male,Jordan,001-355-753-5876x415,Port Security Officer,18653,1974,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
523635,David,Jones,Male,Trinidad and Tobago,256-302-6513,Crane,18629,1973,Environmental Science Degree (for roles related to pollution control and prevention)
527145,Brett,Anderson,Male,British Virgin Islands,500-229-8306,Port CaptainDock Master,18671,2009,Mechanical Engineering Degree (for engineering roles aboard ships)
531853,Jared,Bowen,Male,Estonia,735-829-1968x225,Port CaptainDock Master,18654,1995,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
527931,Joseph,Foster,Male,Sri Lanka,(521)488-1013x50553,Marine Surveyor,18531,2007,International Business Degree (useful for port management and operations)
540111,Gregory,Hodge,Male,Samoa,(822)541-7291x39579,Port Engineer,18576,2004,Logistics and Supply Chain Management Degree
524242,James,Mccann,Male,Tajikistan,626-525-2217x06188,Port CaptainDock Master,18503,1985,Maritime Transportation Management Degree
508516,Michael,Murphy,Male,Cyprus,001-222-813-0346x779,Pilot,18562,1981,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
506576,Jeffrey,Johnson,Male,French Guiana,(997)429-2579x78403,Marine Surveyor,18669,1995,Maritime Law Degree
518929,Timothy,Turner,Male,Niger,464.324.1630,Stevedore,18588,2018,Maritime Studies Degree
500617,Erik,Fisher,Male,Holy See (Vatican City State),(676)926-6743,Marine Surveyor,18504,2019,Environmental Science Degree (for roles related to pollution control and prevention)
548147,James,Blake,Male,Belarus,663-745-1992x820,Stevedore,18604,1972,Maritime Law Degree
519634,Keith,Morales,Male,Northern Mariana Islands,379-947-6717x96699,Port CaptainDock Master,18530,1994,Maritime Studies Degree
518155,John,Giles,Male,Papua New Guinea,001-853-983-1817,Stevedore,18652,1998,Nautical Science Degree
542515,David,Douglas,Male,Central African Republic,(912)666-1774x846,Harbor Master,18539,2000,Port Management Degree
504503,Anthony,Parrish,Male,Singapore,216-904-0152,Crane,18559,1993,International Business Degree (useful for port management and operations)
546966,Christopher,Walters,Male,Turks and Caicos Islands,001-556-617-4465x021,Stevedore,18539,1983,Maritime Law Degree
537841,John,Daniels,Male,Martinique,001-432-427-2836x4508,Marine Surveyor,18687,1970,Environmental Science Degree (for roles related to pollution control and prevention)
536568,Joel,Wright,Male,Gambia,001-795-395-5463x59465,Port Security Officer,18516,1998,Port Management Degree
540709,Mike,Wolfe,Male,Pitcairn Islands,691.256.1503,Pilot,18590,1986,Port Management Degree
512141,Martin,Clark,Male,Israel,001-328-797-7386,Port CaptainDock Master,18547,1978,Logistics and Supply Chain Management Degree
546357,David,Mccoy,Male,Saint Kitts and Nevis,001-612-637-0180x34339,Crane,18504,1970,Nautical Science Degree
548593,Gregory,Becker,Male,Congo,776-815-7412x501,Port CaptainDock Master,18583,1999,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
510123,Daniel,Walton,Male,Italy,897.953.4577,Harbor Master,18591,1995,Nautical Science Degree
508432,Victor,Oneal,Male,Germany,001-526-913-4149x63007,Port Security Officer,18567,2022,Electrical Engineering Degree (for electrical systems aboard ships)
540750,Jonathan,Alexander,Male,South Africa,001-390-267-8444x117,Marine Surveyor,18571,2006,Industrial Safety Degree (for safety management in maritime environments)
529738,Edward,Weaver,Male,Solomon Islands,706.574.0703,Port Security Officer,18529,1976,Industrial Safety Degree (for safety management in maritime environments)
536457,Jeremy,Jacobs,Male,New Caledonia,362-550-0248x11843,Crane,18612,1999,Port Management Degree
525327,John,Weeks,Male,Sao Tome and Principe,001-798-679-6621x8193,Port Engineer,18668,1993,Nautical Science Degree
521615,Michael,Russell,Male,Norfolk Island,(574)670-9298x37648,Port Security Officer,18595,2010,Logistics and Supply Chain Management Degree
514425,Joseph,Branch,Male,Chile,+1-532-886-1122,Port Engineer,18646,1982,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
549445,Derrick,Bradley,Male,Bolivia,001-783-467-8969x71929,Port Security Officer,18652,1985,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
528864,Jacob,Figueroa,Male,Guatemala,6352938689,Crane,18651,1971,International Business Degree (useful for port management and operations)
537689,Todd,Mclean,Male,Poland,4598566183,Port Security Officer,18572,2017,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
514783,Jacob,Jennings,Male,Kazakhstan,+1-636-622-5083x03043,Port CaptainDock Master,18592,1988,Environmental Science Degree (for roles related to pollution control and prevention)
516956,Nathaniel,Oconnor,Male,Hong Kong,730.836.0914x01794,Pilot,18671,2023,Nautical Science Degree
547474,Martin,Banks,Male,Guadeloupe,(498)364-5666,Port CaptainDock Master,18628,1971,Environmental Science Degree (for roles related to pollution control and prevention)
505974,Steven,Hamilton,Male,Poland,720-783-6409x890,Port Engineer,18687,1999,Electrical Engineering Degree (for electrical systems aboard ships)
527289,Christopher,Taylor,Male,Argentina,3593088798,Port CaptainDock Master,18551,2019,Electrical Engineering Degree (for electrical systems aboard ships)
502042,Gary,Jones,Male,Iraq,370.604.5745x9419,Crane,18681,2000,Nautical Science Degree
500616,Jason,Phillips,Male,Vietnam,(385)734-1443,Stevedore,18657,2015,Environmental Science Degree (for roles related to pollution control and prevention)
500162,Michael,Deleon,Male,Nauru,6414741001,Port Security Officer,18555,1975,Maritime Transportation Management Degree
531674,Carlos,Hunt,Male,South Africa,(401)751-6138x871,Port Engineer,18582,1998,Marine Engineering Degree
502877,Christopher,Calderon,Male,Ireland,+1-559-382-0133x267,Harbor Master,18595,1991,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
539800,Derrick,Anderson,Male,Colombia,376-781-6696x186,Pilot,18590,2013,Maritime Studies Degree
508533,Jon,Patterson,Male,Ecuador,(349)638-2696,Port Operations Manager,18516,1985,Maritime Law Degree
547509,Donald,Brown,Male,Ireland,+1-651-680-0288x087,Stevedore,18592,2022,Marine Engineering Degree
511719,Adam,Lopez,Male,Pakistan,+1-941-232-6482x941,Pilot,18670,2016,Environmental Science Degree (for roles related to pollution control and prevention)
516630,Jeffrey,Allen,Male,Moldova,(886)907-0225x78325,Port Security Officer,18513,1993,Maritime Studies Degree
537950,Jonathan,Rich,Male,Faroe Islands,462-624-1131x592,Marine Surveyor,18694,2009,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
546585,Jacob,Simmons,Male,Comoros,891.219.5001x775,Harbor Master,18608,1972,Marine Biology Degree (for roles related to environmental monitoring)
